date,day_label,sheet,service_no,unit,unit_base,zone,is_inferred_side,pax,guest_type,meal_start_min,meal_end_min,duration_min_clean,dq_flags,overlap_conflict
2026-03-18,พุธ 18/3,183,35,9C,9C,Outdoor,False,4.0,Walk in,552.0,608.0,56.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,36,3_?,3,Indoor,True,2.0,Walk in,553.0,605.0,52.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,37,4B,4B,Indoor,False,2.0,Walk in,560.0,594.0,34.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,37,5A,5A,Indoor,False,2.0,Walk in,560.0,594.0,34.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,38,15,15,Outdoor,False,2.0,Walk in,562.0,615.0,53.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,39,4A,4A,Indoor,False,1.0,Walk in,577.0,646.0,69.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,40,6B,6B,Indoor,False,1.0,Walk in,587.0,730.0,143.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,41,6A,6A,Indoor,False,1.0,Walk in,588.0,645.0,57.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,42,2A,2A,Indoor,False,4.0,Walk in,589.0,701.0,112.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,42,2B,2B,Indoor,False,4.0,Walk in,589.0,701.0,112.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,43,16,16,Outdoor,False,2.0,Walk in,596.0,645.0,49.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-18,พุธ 18/3,183,44,7B,7B,Outdoor,False,2.0,In house,598.0,617.0,19.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,45,14,14,Outdoor,False,2.0,In house,599.0,628.0,29.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,46,1B,1B,Indoor,False,2.0,In house,603.0,649.0,46.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-18,พุธ 18/3,183,47,4B,4B,Indoor,False,3.0,In house,605.0,662.0,57.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,47,5A,5A,Indoor,False,3.0,In house,605.0,662.0,57.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,48,11A,11A,Outdoor,False,2.0,In house,610.0,652.0,42.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,49,8A,8A,Outdoor,False,2.0,Walk in,616.0,662.0,46.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,50,1A,1A,Indoor,False,1.0,Walk in,619.0,690.0,71.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,51,9A,9A,Outdoor,False,4.0,Walk in,628.0,735.0,107.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,51,9B,9B,Outdoor,False,4.0,Walk in,628.0,735.0,107.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,51,9C,9C,Outdoor,False,4.0,Walk in,628.0,735.0,107.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,52,14,14,Outdoor,False,1.0,In house,630.0,688.0,58.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,53,8C,8C,Outdoor,False,1.0,In house,630.0,673.0,43.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,54,7B,7B,Outdoor,False,2.0,Walk in,636.0,710.0,74.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,55,10B,10B,Outdoor,False,1.0,In house,638.0,718.0,80.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,56,15,15,Outdoor,False,2.0,Walk in,634.0,684.0,50.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,57,3_?,3,Indoor,True,2.0,In house,635.0,672.0,37.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,58,1B,1B,Indoor,False,1.0,Walk in,639.0,810.0,171.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ11_DURATION_CENSORED,True
2026-03-18,พุธ 18/3,183,59,12,12,Outdoor,False,3.0,Walk in,641.0,700.0,59.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,59,13,13,Outdoor,False,3.0,Walk in,641.0,700.0,59.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,60,16,16,Outdoor,False,2.0,Walk in,654.0,718.0,64.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-18,พุธ 18/3,183,61,4A,4A,Indoor,False,1.0,Walk in,656.0,699.0,43.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,62,5B,5B,Indoor,False,1.0,In house,713.0,688.0,,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ09_MEALEND_BEFORE_START,False
2026-03-18,พุธ 18/3,183,63,7A,7A,Outdoor,False,2.0,In house,660.0,719.0,59.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,64,8A,8A,Outdoor,False,1.0,Walk in,668.0,704.0,36.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,65,11A,11A,Outdoor,False,3.0,In house,670.0,734.0,64.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,65,11B,11B,Outdoor,False,3.0,In house,670.0,734.0,64.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,66,15,15,Outdoor,False,2.0,In house,688.0,711.0,23.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,67,7C,7C,Outdoor,False,1.0,In house,689.0,734.0,45.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,68,4_?,4,Indoor,True,1.0,Walk in,699.0,810.0,111.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO|DQ11_DURATION_CENSORED,False
2026-03-18,พุธ 18/3,183,69,8B,8B,Outdoor,False,1.0,In house,700.0,714.0,14.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,70,5A,5A,Indoor,False,1.0,In house,703.0,740.0,37.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
